name,strasse_nr,plz,angebot,lieferung,beschreibung_lieferangebot,selbstabholung,angebot_selbstabholung,fon,w3,mail,art,montag,dienstag,mittwoch,donnerstag,freitag,samstag,sonntag,lon,lat,unique_id
"Croatia Grill ""Zum Ritter""",Ritterlandweg 5,13409,Kroatische Speisen,FALSCH,,WAHR,Täglich von 12-18 Uhr Dienstag Ruhetag,+49304913028,http://www.zum-ritter-berlin.de/speisekarte.pdf,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,36956","52,56081",186
Quchnia,Markgrafenstraße 35,10117,"Salate, Suppen, Spargel, Schnitzel. Quinta Bowls, Pizza, Pasta und Kuchen",WAHR,Im Umkreis von 6 Km,WAHR,Montag bis Sonntag von 12:00 Uhr bis 20:00 uhr,+493020609286,https://www.quchnia.de,info@quchnia.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3937831","52,512796",187
Seth & Fathe Indische & Pakistanische Spezialitäten,Malmöer Straße 13,10439,Indische & Pakistanische Küche,FALSCH,,WAHR,Telefonisch besten und ca. 30 Minuten später abholen.,+493044793040,https://www.lieferando.de/seth-fathe-indisches-pakistanisches-restaurant,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,403372","52,5531364",188
UNSRE KNEIPE,Belforter Straße 22,10405,Deutsche Hausmannskost,FALSCH,,WAHR,Ab sofort bieten wir einen ABHOLSERVICE für Essen und Getränke an. Täglich von 12:00 - 14:00 Uhr und 17:00 - 21:00 sind wir für Euch da. Unter 030 940 58 335 könnt Ihr das tägliche Angebot erfragen und Bestellungen aufgeben. Oder noch besser: Kommt einfach vorbei!,+493094058335,https://unsrekneipe.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-14:00 & 17:00-21:00,12:00-14:00 & 17:00-21:00,12:00-14:00 & 17:00-21:00,12:00-14:00 & 17:00-21:00,12:00-14:00 & 17:00-21:00,12:00-14:00 & 17:00-21:00,12:00-14:00 & 17:00-21:00,"13,4191022","52,5324575",189
BioRestaurant Mandelbaum,Smetanastraße 9,13088,"Im stilvoll-geradlinigen Lokal mit Terrasse bieten wir Ihnen vom Frühstück bis hin zum Abendessen eine ausgewogene, moderne und frische Bio-Küche. Ob deutsche oder internationale Speisen, höchste Qualität und Frische der eingesetzten Bio-Waren und größte Sorgfalt bei der Verarbeitung stehen für uns immer im Mittelpunkt.",WAHR,"Jetzt neu bei uns! Essen online bestellen – täglich 12 – 22 Uhr! Mit praktischem Abhol- oder Lieferservice! Für alle, die unsere Speisen bequem zuhause genießen möchten, bieten wir jetzt ganz neu unseren Lieferservice an! Von der Vorspeise, über Getränke bis zum Nachtisch ist alles dabei. Natürlich wie immer mit besten Bio-Zutaten und frisch zubereitet. Bestell-Hotline (12 – 20 Uhr): 03096063773 Bestellung per Mail: bestellung@biorestaurant-mandelbaum.de Wir liefern innerhalb Weißensees täglich bis 22 Uhr und das ab 20 Euro Bestellwert sogar kostenlos. Gern können die Bestellungen auch bei uns im Restaurant abgeholt werden.",WAHR,Abholung täglich bis 22 Uhr möglich,+493096063773,https://www.biorestaurant-mandelbaum.de,info@biorestaurant-mandelbaum.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,"13,4591091","52,5491376",190
A.HORN,Carl-Herz-Ufer 9,10961,"Bagels, Sandwiches, Käsespätzle, Burger, Ribs, Focaccia, Kuchen, Frischer O-Saft",WAHR,auf lieferando.de,WAHR,Täglich 10-18Uhr,+493060059888,https://www.kaffee-ahorn.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,"13,4052721","52,495714",191
Caffein by Pericone GmbH,Kolonnen Straße 54,10829,"italienischen Espresso Kaffeebohnen,Espressomaschinen,Accesoiures,Ersatzteile, Wasserfilter und Reinigungsmittel Kaffeemühlen",WAHR,"Ihre Bestellungen liefern wir gerne schnell und sicher. Deshalb arbeiten mit zuverlässigen Partnern für den nationalen und internationalen Versand zusammen. Der Versand erfolgt auschließlich mit DHL Versand. Die Lieferung erfolgt montags bis freitags zwischen 9:00 und 14:00 Uhr. Der Mindestbestellwert beträgt €30,00. Bei Zahlungseingang bis 12:00 Uhr und Verfügbarkeit der Artikel, erfolgt die Zustellung der bestellten Waren bei einer Regellaufzeit von 1 bis 3 Arbeitstagen für Lieferungen in Deutschland. Bei nicht vorrätigen Artikeln werden wir Sie über mögliche Lieferzeiten informieren. Der Versand erfolgt ausschließlich mit nachweisbarer Sendungsnummer, als versichertes Paket. Ein Briefversand ist ausgeschlossen, auch wenn Sie nur Kleinteile bestellen.",WAHR,"Im unserem Caffein Store finden Sie hunderte Produkte zum Thema Kaffee, Egal ob für Privat oder die Gastronomie, hier finden Sie alles was sie benötigen. Zudem servieren täglich unsere italienischen Espressospezialitäten und Kultur ""Made In Italy"".",+493078719122,https://www.caffein24.com,caffein@caffein24.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:30-16:00,10:30-16:00,10:30-16:00,10:30-16:00,10:30-16:00,10:30-16:00,,"13,3619286","52,4860858",192
Restaurant Burgerie,Schönhauser Allee 50,10437,"Burger und Steaks vom Lavasteingrill,",FALSCH,,WAHR,,+493083212440,https://www.burgerie.com,info@burgerie.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,13:00-20:00,"13,412668","52,5424931",193
Restaurant Kitchen Library,Bleibtreustraße 55,10623,wöchentlich wechselndes Angebot an vakuumierten Speisen zu mitnehmen und Zuhause erwärmen.,FALSCH,,WAHR,Unsere Speisen müssen per Mail oder über Facebook vorbestellt werden und können jeweils mittwochs und sonntags zwischen 14:00 und 18:00 Uhr bei uns abgeholt werden.,+49303125449,https://www.kitchen-linrary.de,contact@kitchen-library.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,14:00-18:00,,,,14:00-18:00,"13,3205232","52,5071553",194
Cafe Hermann Eicke,Brunnenstraße 45,10115,"Kaffee,Backwaren, Mittagslunch",FALSCH,,WAHR,,+493088538222,https://hermanneicke.de,cafe@hermanneicke.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-14:00,09:00-14:00,09:00-14:00,09:00-14:00,09:00-14:00,09:00-14:00,09:00-14:00,"13,39719","52,53739",195
Stullendealer,Bayreuther Straße 10,10789,"warmer Mittagstisch, Stullen, Salate, Desserts",FALSCH,,WAHR,"alle Speisen fertig zum mitnehmen, Bestellen und Bezahlen über unserer Homepage oder über ritual.co/STULLENDEALERS",+493054978755,https://www.stullendealer.de,info@stullendealer.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-14:30,12:00-14:30,12:00-14:30,12:00-14:30,12:00-14:30,,,"13,3427483","52,500454",197
THE BARN BERLIN,Schönhauser Allee 8,10119,"Frisch geröstete Kaffeebohnen für zuhause, Take-Away Flat White mit Hafermilch. Brüh-Equipment.",WAHR,Wir liefern unsere Kaffeebohnen frei Haus in Deutschland. Bestellungen laufen über unseren Webshop www.thebarn.de,WAHR,Unser Abhol-Fenster ist täglich von 11:30-15:30 Uhr geöffnet. Einfach vorbeischauen. Parkplätze in unmittelbarer Nähe vorhanden!,+4915124105136,https://www.thebarn.de,webshop@thebarn.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-15:30,11:30-15:30,11:30-15:30,11:30-15:30,11:30-15:30,11:30-15:30,11:30-15:30,"13,4105285","52,5297504",198
Sissi - Restaurant,Motzstraße 34,10777,"Wiener Schnitzel, Saftgulasch, Kässpätzle",WAHR,Ab 50€ Bestellwert liefern wir im Umkreis von 4 km,WAHR,"Wiener Schnitzel, Saftgulasch, Kässpätzle",+49302101801,https://sissi-berlin.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,17:00-20:30,13:00-20:30,13:00-20:30,"13,3468194","52,4975281",199
Santa Maria,Oranienstraße 170,10999,mexikanisches Streetfood,WAHR,Unsere aktuellen Lieferangebote werden auf unserer Facebookseite veröffentlicht,WAHR,,+493092210027,https://www.santaberlin.com/,info@santaberlin.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,4177355","52,5015539",201
Restaurant Split Berlin-Kreuzberg,Blücherplatz 2,10961,Kroatische und internationale Küche,WAHR,Lieferung im Kreuzberger Kiez um den Mehringdamm,WAHR,"Selbstabholung täglich in der Zeit von 12-20 Uhr, bitte um vorherige telefonische Bestellung",+49302512715,https://www.restaurant-split-berlin.de,info@restaurant-split-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,3904213","52,496404",202
Ristorante Da Mastrangelo,Hermsdorfer Damm 179,13467,"Pizza,Pasta,Salate und Antipasti",FALSCH,,WAHR,,+493062202219,https://www.da-mastrangelo.de,mail@da-mastrangelo.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,15:00-20:00,15:00-20:00,15:00-20:00,15:00-20:00,12:00-20:00,12:00-20:00,"13,3039488","52,6198185",203
Café Bar MOLOKO,Lettestraße 6a,10437,"Frühstück, Crêpes, Teigtaschen sowie leckere Fleischgerichte wie Spare Ribs and more....",WAHR,Über Lieferando bestellbar!,WAHR,"Anrufen, und in ca. 20 Minuten abholen!",+493084514122,https://molokoberlin.de,info@molokoberlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,"13,4189167","52,5436342",204
Figl,Urbanstraße 47,10967,Pizza und Salate,WAHR,Lieferungen nur über Lieferando.de,WAHR,Wir haben täglich von 12-21 Uhr geöffnet. Selbstabholer können nur mit EC-Karte bezahlen.,+493072290850,http://gasthaus-figl.de/,events@gasthaus-figl.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,4175136","52,4904009",205
beets&roots,Große-Hamburger Straße 38,10115,"Fresh & Healthy bowls, salads & wraps",WAHR,"Lieferando, office order (mit selbst Lieferung)",WAHR,Ihr können online bestellen und in unserer Restaurant abholen.,+491734093502,https://www.beetsandroots.de,contact@beetsandroots.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,,,"13,3985995","52,5266373",206
Ristorante Capitano,Eichhorster Weg 9,13435,italienische Küche,WAHR,nur über Liferando,WAHR,15:00 - 20:00 Uhr,+49304166148,https://www.tdcapitano.de,tdcapitano@live.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,15:00-20:00,15:00-20:00,15:00-20:00,15:00-20:00,15:00-20:00,12:00-20:00,"13,3457316","52,5973095",207
Mami Camilla,Hufelandstraße 36,10407,Italienische Pizza,WAHR,Lieferung durch Lieferando,WAHR,Bestellungen ab 12 bis 20,+493096083228,https://www.mamicamilla.de,info@mamicamilla.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,43446","52,53058",208
Allgäuer Würstlestand,Karl-August-Platz,10627,"bay. Imbiss (Weisswurst&Brezel, Leberkäsesemmel, Landjäger)",FALSCH,,WAHR,Bestellungen zum Abholen immer Samstag auf dem Wochenmarkt von 08.00-14.00 Uhr am Karl-August-Platz in Charlottenburg,+4917632867296,https://www.allgaeuer-wuerstlestand.de,info@allgaeuer-wuerstlestand.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,08:00-14:00,,"13,3103616","52,508476",209
La Pecora Nera,Herrfurthplatz 6,12049,Italienisches Restaurant,FALSCH,,WAHR,"Die Bestellungen können jeden Tag zwischen 11,00 und 21,00 Uhr telefonisch gemacht werden",+4915788221794,,lapecoraneraberlin@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,4212206","52,4771983",210
Tugra Restaurant,Kurfürstendamm 96,10709,Türkische Spezialitäten aus verschiedenen Regionen Anatoliens,WAHR,Wir liefern im Umkreis von 3km,WAHR,Mo-Fr von 14-21 Uhr & Sa-So von 15-21 Uhr,+49303234027,https://www.restaurant-tugra.de,info@restaurant-tugra.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",14:00-21:00,14:00-21:00,14:00-21:00,14:00-21:00,14:00-21:00,15:00-21:00,15:00-21:00,"13,2985326","52,4987274",211
Domu Nosta,Knaackstraße 45,10435,Modernes italienisches Restaurant,FALSCH,,WAHR,"Die Küche ist täglich von 12.00 bis 21.00 Uhr geöffnet. Sie können jedoch vorher eine Bestellung aufgeben und uns mitteilen, wann Sie sie fertig haben möchten. Bitte benachrichtigen Sie uns mindestens 45 Minuten im Voraus.",+493053677801,https://domunosta.de/,welcome@domunosta.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,4161231","52,5360576",213
La Buvette Weinbar,Gleimstraße 41,10437,Klassische Französische Bistrot-Küche,FALSCH,,WAHR,Bestellungen gern jederzeit telefonisch. 03088062870.,+493088062870,https://labuvette.berlin,info@labuvette.berlin,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,,"13,409055","52,5477279",214
Trattoria Vigata,Innstraße 47,12045,"Pizza, Tiramisú",FALSCH,,WAHR,Abholung von 16:00 Uhr bis 22:00 Uhr möglich,+493098407141,http://vigata.de,kontakt@vigata.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",16:00-22:00,16:00-22:00,,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,"13,4467819","52,4832193",215
Gaststätte Barnimquell,Zingster Straße 23,13051,Deutsche Küche,WAHR,"Sollten Sie nicht selber kochen wollen oder können oder Sie vermissen unser leckeres Essen, dann bieten wir Ihnen ab sofort einen außer Haus Verkauf an (LIEFERUNG & Selbstabholung). Sehr gerne sind wir bei diesem Service täglich von 12.00 Uhr bis 20.00 Uhr für Sie da. Zögern Sie nicht uns anzurufen (030 92 93 068) oder beachten Sie unsere Homepage. Das Barnimquell-Team wünscht Ihnen und Ihrer Familie gute Gesundheit",WAHR,,+49309293068,https://barnimquell.metro.rest,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,4998623","52,5668797",216
Gaststätte Ebel,Semmelweisstraße 1,12524,gutbürgerliche deutsche Küche,FALSCH,,WAHR,"Bestellungen ab 10.00h, Abholung von 12.00h bis 18.ooh möglich",+49306736004,https://www.gaststaette-ebel.de,gaststaette-ebel@web.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,"13,539235","52,4213873",217
Dolci&Salati,Seegefelderstraße 83,13583,"Event torten, Kuchen, italienische Desserts",WAHR,,WAHR,,+4915234594877,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,1853043","52,537802",218
Neumanns Cafe,Gabriel-Max-Straße 18,10245,"Frühstück, Lunch, Hausgemachte Sauerteigbrote, Zimtschnecken, Granola, Marmelade",FALSCH,,WAHR,"Brote, Zimtschnecken, Croissants, Eier, Milch, Mehl, Marmelade kann jeden Tag abgeholt. Bestellung bitte an bestellung@neumanns-cafe.de",+493081724983,http://www.neumanns-cafe.de,hallo@neumanns-cafe.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,"13,4580468","52,5103092",219
Goura Pakora,Krossener Straße 16,10245,Vegane indisch inspirierte Fusion Küche,WAHR,Wir haben eine extra Speisekarte für Lieferung. Aktuell findest du den Link im obersten Facebook-Post. Wir liefern im Umkreis von 15 min Fahrzeit (check Google Maps) mit eigenem Fahrzeug. Für die Zukunft ist Lieferando und Kolyma-2 geplant.,WAHR,Sie können innerhalb der Öffnungszeiten anrufen und zum beliebigen Zeitpunkt abholen. Den Link zu unserer Speisekarte findest du auf Facebook im obersten Post.,+491799834298,https://www.goura-pakora.de,services@goura-pakora.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,4573481","52,5106033",220
Andys Diner & Bar,Messedamm 10,14057,American Food,FALSCH,,FALSCH,,+491777829466,http://www.andysdiner.de/,ad-messe@online.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,280154","52,5069919",221
La Bocca di Culaccino,Knesebeckstraße 99,10623,Pizzeria,WAHR,Lieferungen ab 25 € und im Radius von 3 km.,WAHR,,+493022666400,http://www.labocca.berlin/,reservierung@labocca.berlin,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,11:00-15:00,,,"13,32341","52,50998",222
Sofia Bar,Platz der Vereinten Nationen 1,10249,Bulgarische und internationale Küche,FALSCH,,WAHR,Eine Auswahlung aus unserer Speisekarte und zusätzlich wechselnde Angebote,+493048622769,https://www.sofiabar.de,abholung@sofiabar.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,15:00-19:00,"13,4313299","52,52391",223
Swipeby.de,Wöhlerstraße 12-13,10115,Online Bestellservice  mit Bedienung ans Auto,WAHR,alle Restaurants können sich anmelden. Kunden bestellen per App und holen die Bestellung am Restaurant ab,WAHR,alle angemeldeten Restaurant können ihre gesamte Speisekarte anbieten,+493028448108,https://www.swipeby.de,info@swipeby.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,3787413","52,5372765",224
"Restaurant ""Zum Torhaus""",Nordendstraße 46,13156,"Bürgerliche Küche ,Hausmannkost",FALSCH,,WAHR,,+49309166114,https://www.zumtorhaus.de,info@zumtorhaus.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:30-19:00,12:30-19:00,12:30-19:00,12:30-19:00,11:30-17:30,11:30-17:30,"11,5752097","48,1570535",226
Machiko's  Küche,Heinrich-Schlusnus-Straße 21,12057,Japanische fusion Küche,FALSCH,,FALSCH,,+4915755176624,https://machikosushi.strikingly.com,ws-machiko@gmx.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-16:00,12:00-16:00,12:00-16:00,,,,,"13,47121","52,46314",227
Dookie,Prinzenstraße 85 D,10969,Napolitanische Pizza,FALSCH,,WAHR,Das Essen kann täglich Montag bis Samstag von 15-21Uhr abgeholt werden. Gerne mit telefonischer Vorbestellung.,+493055279099,https://parker-bowles.com/parker-says-we-are-open-for-take-away/,info@parker-bowles.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,,"13,4095928","52,502686",228
Pacifico Buns & Bowls,Prinzenstraße 84.1,10969,Koreanische Buns & Bowls,FALSCH,,WAHR,Bestellungen werden von 15-21 vor Ort oder vorab telefonisch angenommen.,+493055279099,https://parker-bowles.com/parker-says-we-are-open-for-take-away/,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,,"13,4100648","52,5036699",229
Blumen Design am Adenauerplatz,Wilmersdorfer Straße 95,10629,"Schnittblumen, Pflanzen, Blumenerde, Osterkörbe, Sträuße, Trauergebinde,",WAHR,"wir liefern in Charlottenburg, Wilmersdorf",WAHR,"Sträuße, Pflanzen für Balkon oder Terrasse, Schnittblumen, Blumenerde, Rosen, Tulpen, Osterkörbe",+49303917891,https://blumen-design-berlin.de,blumen-design@t-online.de,Blumenladen,09:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,10:00-15:00,,"13,3083489","52,5014864",230
Taverna Telonio,Möllentordamm 1,13597,Griechisch,WAHR,Lieferung ab 20 Euro Umkreis 5 km,WAHR,12-18:00 Uhr diendtagbis Donnerstag ab Freitag bis Sonntag 12-21:00 uhr,+493084526667,https://www.teloneio.de,info@teloneio.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,12:00-18:00,12:00-18:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,2074483","52,5399199",231
Herr Ribisel Catering GmbH,Schulstraße 24,13347,"Catering, Fingerfood, Buffets",WAHR,,WAHR,Bestellungen zum Abholen müssen uns spätestens bis 15:00 Uhr am vorherigen Tag erreichen,+491636938858,https://www.herr-ribisel.de/,events@herr-ribisel.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,"8,6855126","50,1059703",232
